2016-08-22 00:47,34.70
2016-08-22 00:48,34.60
2016-08-22 00:49,34.90
2016-08-22 00:50,35.00
2016-08-22 00:51,34.70
2016-08-22 00:52,34.40
2016-08-22 00:53,34.30
2016-08-22 00:54,34.60
2016-08-22 00:55,34.60
2016-08-22 00:56,34.90
2016-08-22 00:57,35.30
2016-08-22 00:58,35.50
2016-08-22 00:59,35.50
2016-08-22 01:00,35.70
2016-08-22 01:01,35.80
2016-08-22 01:03,35.70
2016-08-22 01:04,35.80
2016-08-22 01:05,35.90
2016-08-22 01:06,35.60
2016-08-22 01:07,35.30
2016-08-22 01:08,35.90
2016-08-22 01:09,35.20
2016-08-22 01:10,35.20
2016-08-22 01:11,35.20
2016-08-22 01:12,34.80
2016-08-22 01:13,34.50
2016-08-22 01:14,34.50
2016-08-22 01:15,34.80
2016-08-22 01:16,35.00
2016-08-22 01:17,35.40
2016-08-22 01:50,
2016-08-22 01:51,
2016-08-22 01:52,
2016-08-22 01:52,
2016-08-22 01:53,
2016-08-22 01:53,
2016-08-22 01:54,
2016-08-22 01:54,
2016-08-22 01:55,
2016-08-22 01:55,
2016-08-22 01:56,
2016-08-22 01:56,
2016-08-22 01:57,
2016-08-22 01:58,
2016-08-22 01:59,
2016-08-22 02:00,
2016-08-22 02:01,
2016-08-22 02:01,
2016-08-22 02:02,
2016-08-22 02:02,
2016-08-22 02:03,
2016-08-22 02:03,
2016-08-22 02:04,
2016-08-22 02:04,
2016-08-22 02:05,35.40
2016-08-22 02:05,
2016-08-22 02:05,
2016-08-22 02:06,35.40
2016-08-22 02:06,
2016-08-22 02:06,
